PABST_1,PABST_2,PABST_3,PABST_4,PABST_5,PABST_6,PABST_7,PABST_8,PABST_9,PABST_10,PABST_11,PABST_12,PABST_13,PABST_14,PABST_15,PABST_16,PABST_17,PABST_18,PABST_19,PABST_20,PABST_21,PABST_22,PABST_23,PABST_24,PABST_25,PABST_26,PABST_27,PABST_28,PABST_29,PABST_30,PABST_31,PABST_32,THT_1,THT_2,THT_3,THT_4,THT_5,THT_6,THT_7,THT_8,THT_9,THT_10,THT_11,THT_12,THT_13,THT_14,THT_15,THT_16,THT_17,THT_18,THT_19,THT_20,THT_21,THT_22,THT_23,THT_24,THT_25,THT_26,THT_27,THT_28,THT_29,THT_30,THT_31,THT_32,ZS,SSOCANZ1,SSOCANZ2,SSOCANZ3,SSOCANZ4,SSOCANZ5,SSOCANZ6,ISBACANZ1,ISBACANZ2,ISBACANZ3,ISBACANZ4,ISBACANZ5,ISBACANZ6,BLD_HEIGHT,TEB_T1,TEB_T2,TEB_T3,TEB_T4,TEB_T5,TEB_T6,TEB_P1,TEB_P2,TEB_P3,TEB_P4,TEB_P5,TEB_P6,ISBA_T1,ISBA_T2,ISBA_T3,ISBA_T4,ISBA_T5,ISBA_T6,ISBA_P1,ISBA_P2,ISBA_P3,ISBA_P4,ISBA_P5,ISBA_P6,longitude,latitude
101698.90148,101007.92523,100251.87806,99352.41905,98287.47535,97029.48765,95542.85978,93785.71996,91712.17450,89271.99107,86410.61999,83071.70945,79195.25797,74719.45076,69592.90297,64075.15486,58699.83987,53709.29087,49077.67111,44776.68513,40780.69537,37066.06540,33616.79363,30419.06843,27459.08347,24722.58835,22198.19876,19881.50224,17775.55071,15883.42321,14193.18894,12683.22244,298.00929,298.00929,298.18669,299.76266,302.45971,304.71930,305.88537,306.49661,306.86941,307.09200,307.42308,308.25544,309.09071,309.49616,310.00306,311.78408,315.23650,319.19527,322.17696,325.10312,327.07822,328.75968,330.44147,332.13020,333.75036,335.10500,336.90750,340.49895,347.84003,359.24515,371.18919,371.18919,34.61677,0.50000,2.00000,4.00000,6.50000,10.00000,29.92949,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,16.99333,298.51254,298.14704,297.99528,297.70688,297.38496,297.13228,101635.69495,101618.19360,101594.85847,101513.22438,101326.85644,101094.05357,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.28314,48.89777
101688.88792,100997.97133,100241.99441,99342.79043,98278.01675,97020.02051,95533.55413,93776.67261,91703.38286,89263.45790,86402.49379,83063.98501,79187.95536,74712.68690,69586.71081,64069.62742,58695.07993,53705.37947,49074.38872,44773.75664,40778.16831,37063.97733,33615.15429,30417.85746,27458.12433,24721.77153,22197.50448,19880.98412,17775.22678,15883.23039,14193.09233,12683.22258,297.99342,297.99342,298.17350,299.86657,302.37833,304.68394,305.88597,306.49745,306.86515,307.08861,307.44924,308.23293,309.07207,309.49509,309.99095,311.75936,315.24113,319.22909,322.16020,325.09313,327.09151,328.77082,330.46911,332.15474,333.74468,335.09884,336.89485,340.51626,347.84038,359.24085,371.17908,371.17908,35.52321,0.50000,2.00000,4.00000,6.50000,10.00000,29.92743,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,16.93333,298.66056,298.27383,298.11150,297.80269,297.45895,297.19834,101624.66148,101607.16587,101583.83840,101502.58103,101316.63216,101083.92168,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.29168,48.89776
101690.43543,100999.49309,100243.36816,99344.10927,98279.44012,97021.39936,95534.83277,93777.87525,91704.47401,89264.58986,86403.68312,83065.01370,79188.75642,74713.33615,69587.22769,64070.02651,58695.55793,53705.92945,49074.92181,44774.23404,40778.50299,37064.23791,33615.44017,30418.22337,27458.45861,24721.97229,22197.56951,19881.00355,17775.24046,15883.21558,14193.05711,12683.17871,297.98985,297.98985,298.07098,299.92592,302.40121,304.64844,305.87727,306.48638,306.85939,307.10423,307.44554,308.19893,309.01593,309.47724,309.98205,311.76113,315.27025,319.21194,322.16901,325.08813,327.09126,328.77367,330.49213,332.17984,333.73852,335.08699,336.87647,340.53237,347.83734,359.24038,371.16402,371.16402,35.40782,0.50000,2.00000,4.00000,6.50000,10.00000,29.92768,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,10.14778,298.41470,298.07931,297.92132,297.73686,297.46427,297.21552,101547.04223,101529.54722,101506.22053,101464.53704,101318.16461,101085.46004,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.30022,48.89776
101692.10841,101001.05957,100244.81483,99345.50765,98280.72572,97022.51167,95535.85583,93778.82416,91705.36986,89265.59777,86404.70540,83065.83599,79189.36279,74713.81166,69587.58997,64070.25870,58695.93431,53706.38150,49075.38082,44774.75241,40778.83853,37064.44896,33615.64569,30418.48775,27458.74750,24722.16864,22197.64371,19881.02287,17775.21427,15883.16336,14193.03768,12683.15128,297.94239,297.94239,298.02178,299.93367,302.31996,304.62536,305.85883,306.48096,306.86047,307.12211,307.42200,308.19153,309.01417,309.46094,309.96306,311.77165,315.31932,319.18894,322.21148,325.09465,327.05663,328.76420,330.48048,332.19534,333.73156,335.08006,336.85869,340.53970,347.81336,359.26077,371.16026,371.16026,35.31136,0.50000,2.00000,4.00000,6.50000,10.00000,29.92785,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,10.57167,298.50133,298.15245,297.97994,297.76557,297.47448,297.21741,101552.88086,101535.38551,101512.05839,101467.90209,101319.05425,101086.34405,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.30877,48.89775
101648.52570,100957.66092,100201.53108,99302.68255,98238.96156,96981.94772,95496.32216,93740.29715,91668.02412,89229.67351,86370.39841,83033.22425,79158.68979,74685.48064,69561.95866,64047.63899,58676.39061,53689.60401,49061.07910,44762.60436,40768.40330,37055.60385,33608.30682,30412.57151,27454.10589,24718.52087,22194.83062,19878.98314,17773.83791,15882.36715,14192.81785,12683.32318,297.84497,297.84497,297.86211,300.04093,302.52415,304.71532,305.86626,306.47808,306.86210,307.12720,307.42231,308.17266,309.01430,309.43052,309.96367,311.79816,315.35703,319.20449,322.24290,325.08903,327.03029,328.75858,330.47075,332.22524,333.73880,335.07851,336.85546,340.54243,347.79248,359.28938,371.20657,371.20657,39.11556,0.50000,2.00000,4.00000,6.50000,10.00000,29.91824,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,11.87667,298.33908,298.01110,297.87136,297.68249,297.41635,297.16723,101523.56690,101506.07617,101482.75520,101431.00207,101274.62236,101042.04822,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.31731,48.89774
101547.63695,100857.47375,100102.18039,99204.56207,98142.73684,96888.20125,95405.07638,93651.53561,91582.07708,89146.85879,86291.16967,82958.15038,79088.34934,74620.58816,69503.36476,63996.02666,58631.60698,53650.98225,49027.97463,44734.33402,40744.30237,37035.27534,33591.46495,30398.85146,27443.17245,24709.95734,22188.30984,19874.31612,17770.79812,15880.68788,14192.30100,12683.70866,297.75291,297.75291,297.83084,300.12587,302.76337,304.94212,305.92660,306.50449,306.87805,307.12668,307.42876,308.16617,309.02350,309.43613,309.97420,311.82934,315.38284,319.23782,322.26166,325.10682,326.99807,328.75894,330.47590,332.24828,333.75328,335.07765,336.85900,340.56570,347.78687,359.30509,371.22352,371.22352,47.87024,0.50000,2.00000,4.00000,6.50000,10.00000,29.89748,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,17.46500,298.58751,298.16291,297.98704,297.66593,297.34129,297.08816,101486.50630,101469.02851,101445.72478,101361.45268,101172.71201,100940.47115,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.32585,48.89773
101473.39207,100783.77372,100029.10411,99132.37341,98071.94770,96819.05636,95337.55518,93585.78561,91518.40207,89085.54388,86232.45188,82902.45884,79036.21593,74572.50876,69459.93164,63957.82279,58598.45658,53622.39307,49003.55953,44713.39744,40726.38211,37020.27802,33579.11053,30388.72297,27435.06095,24703.59873,22183.44986,19870.81785,17768.55693,15879.46879,14191.88724,12683.96585,297.69689,297.69689,297.80063,300.19482,302.92882,304.99808,305.94871,306.51177,306.89238,307.13038,307.41699,308.17163,309.06369,309.45350,309.98329,311.85865,315.37392,319.28860,322.29468,325.08504,326.98579,328.79077,330.47590,332.23904,333.75447,335.04825,336.85671,340.57761,347.81984,359.28450,371.22798,371.22798,54.35698,0.50000,2.00000,4.00000,6.50000,10.00000,29.88151,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,16.34556,298.51656,298.10952,297.93831,297.62330,297.28183,297.01978,101398.01450,101380.54565,101357.25386,101279.54340,101097.47987,100865.48196,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.33439,48.89772
101463.25116,100773.59687,100018.97350,99122.26368,98061.94746,96809.27732,95327.89205,93576.20723,91509.03594,89076.48095,86223.72899,82894.15315,79028.42896,74565.24847,69453.29077,63952.08478,58593.59339,53618.30343,49000.16334,44710.33589,40723.66838,37018.18642,33577.49110,30387.33329,27433.89543,24702.68893,22182.72135,19870.21102,17768.18689,15879.27869,14191.77500,12683.95667,297.64118,297.64118,297.81104,300.12085,302.95255,304.97147,305.90733,306.48294,306.89549,307.13088,307.41609,308.16719,309.06483,309.48022,309.99131,311.88037,315.36980,319.32505,322.29196,325.02972,327.01086,328.83388,330.45603,332.19773,333.71524,335.03240,336.82575,340.58368,347.86558,359.25564,371.22343,371.22343,55.31526,0.50000,2.00000,4.00000,6.50000,10.00000,29.87812,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,17.79500,298.69329,298.21558,298.01695,297.64174,297.27404,297.00744,101403.90978,101386.44205,101363.15175,101277.00674,101086.52844,100854.57158,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.34293,48.89771
101530.32003,100840.02145,100084.60012,99186.75884,98125.24481,96871.21504,95388.25258,93634.82642,91565.59628,89130.68563,86275.48915,82943.14849,79074.16611,74607.34225,69491.22010,63985.59257,58622.90036,53643.76955,49022.07727,44728.99679,40739.46184,37031.59944,33588.72593,30396.52036,27441.25838,24708.45349,22187.06022,19873.17103,17770.03784,15880.28447,14192.04631,12683.64259,297.62082,297.62082,297.71491,299.98816,302.95863,304.87955,305.88836,306.44168,306.87791,307.12202,307.44093,308.13849,309.02919,309.47696,309.99093,311.88017,315.37158,319.29815,322.26912,325.00437,327.02035,328.84817,330.44025,332.18059,333.67245,335.01421,336.79456,340.52609,347.88415,359.24975,371.22074,371.22074,49.58555,0.50000,2.00000,4.00000,6.50000,10.00000,29.89505,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,10.64222,298.29473,297.93753,297.77550,297.57442,297.28448,297.02969,101387.40933,101369.93130,101346.62725,101302.10358,101153.11933,100920.89414,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.35147,48.89770
101562.40772,100871.73411,100115.93841,99217.66019,98155.58467,96900.85394,95417.09479,93662.77457,91592.52783,89156.43633,86300.06484,82966.47787,79095.84662,74627.17886,69509.11430,64001.39509,58636.82383,53655.99801,49032.50127,44737.92275,40747.04604,37037.97659,33594.11595,30400.99331,27444.91553,24711.33410,22189.23525,19874.61788,17770.86047,15880.69404,14192.16128,12683.48047,297.57896,297.57896,297.69911,299.97776,302.93149,304.83274,305.85941,306.41113,306.86649,307.11350,307.46320,308.13075,308.97012,309.45570,309.98653,311.87926,315.39661,319.28022,322.24379,325.05537,327.01475,328.87890,330.44848,332.21446,333.66586,335.01014,336.77392,340.48404,347.85998,359.26313,371.23898,371.23898,46.86280,0.50000,2.00000,4.00000,6.50000,10.00000,29.90310,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,11.03833,298.38712,297.98410,297.81601,297.60582,297.31082,297.05629,101423.70828,101406.22623,101382.91682,101336.07464,101184.71658,100952.37543,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.36001,48.89769
101546.66065,100855.98242,100100.17517,99201.89056,98140.00928,96885.62902,95402.22393,93648.28084,91578.46390,89142.89884,86287.12182,82954.20057,79084.21395,74616.35139,69499.34835,63992.71281,58629.45373,53649.88628,49027.08197,44733.31722,40743.19121,37034.67008,33591.48786,30398.87869,27443.29944,24710.16460,22188.35845,19873.90850,17770.29046,15880.34621,14192.03880,12683.50856,297.51092,297.51092,297.62097,299.90455,302.95328,304.83019,305.85753,306.40442,306.86792,307.11573,307.46255,308.13427,308.94790,309.42915,309.98205,311.88070,315.45319,319.27712,322.20874,325.11908,327.01384,328.92574,330.48350,332.22072,333.72668,335.02663,336.77084,340.45207,347.85241,359.27708,371.24715,371.24715,48.29529,0.50000,2.00000,4.00000,6.50000,10.00000,29.90080,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,17.70556,298.22883,297.88989,297.74590,297.49785,297.21615,296.97811,101484.71796,101467.23401,101443.92208,101358.21836,101167.99637,100935.64790,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.36856,48.89768
101550.39283,100859.63677,100103.73533,99205.14672,98142.79999,96888.17394,95404.71501,93650.71922,91580.84020,89145.27073,86289.38395,82956.20462,79085.97433,74617.96261,69500.74818,63993.82605,58630.53965,53651.05203,49027.97756,44734.13091,40743.98632,37035.25743,33592.05459,30399.38236,27443.75630,24710.60039,22188.72457,19874.12189,17770.32143,15880.30800,14191.99684,12683.44602,297.49008,297.49008,297.58674,299.72903,302.81150,304.80323,305.83901,306.39462,306.86704,307.12768,307.43962,308.12521,308.93429,309.40457,309.96374,311.87934,315.47978,319.28449,322.17755,325.18534,327.00161,328.94230,330.49156,332.21691,333.74308,335.03964,336.77892,340.42315,347.82806,359.28165,371.25040,371.25040,48.05352,0.50000,2.00000,4.00000,6.50000,10.00000,29.90114,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,13.49667,298.00528,297.75525,297.64341,297.46750,297.20450,296.96273,101438.40848,101420.92306,101397.60916,101336.42962,101170.72170,100938.35106,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.37710,48.89767
101536.83202,100846.15232,100090.30210,99191.77393,98129.53859,96875.15106,95392.07297,93638.48722,91568.99994,89133.85700,86278.50996,82945.74477,79075.99972,74608.82106,69492.46314,63986.37596,58624.22004,53645.75837,49023.39141,44730.25164,40740.72381,37032.45950,33589.76768,30397.60446,27442.35227,24709.54520,22187.95923,19873.55299,17769.89072,15880.02130,14191.86498,12683.44337,297.46898,297.46898,297.54339,299.69785,302.78172,304.82022,305.85622,306.39882,306.86827,307.12916,307.44365,308.07789,308.89820,309.36671,309.94578,311.87094,315.52399,319.26836,322.18426,325.19207,326.99913,328.92559,330.51447,332.21873,333.74780,335.04875,336.78143,340.41660,347.82109,359.26979,371.25023,371.25023,49.26196,0.50000,2.00000,4.00000,6.50000,10.00000,29.89887,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,16.53222,298.18172,297.86878,297.73061,297.49645,297.20311,296.95646,101459.71180,101442.22830,101418.91697,101340.05344,101156.68181,100924.35429,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.38564,48.89766
101519.07107,100828.43543,100072.64721,99174.49542,98112.76718,96858.82295,95376.20568,93623.06022,91554.05078,89119.36313,86264.61363,82932.52031,79063.54999,74597.23977,69481.86862,63977.03264,58616.18642,53638.91828,49017.70861,44725.32538,40736.46759,37028.92166,33586.81605,30395.29556,27440.53984,24708.14839,22186.93176,19872.79420,17769.34138,15879.67786,14191.71899,12683.45984,297.41622,297.41622,297.51049,299.86939,302.82346,304.88307,305.86566,306.40873,306.87010,307.12648,307.45273,308.06070,308.87595,309.30807,309.91496,311.86891,315.52952,319.29260,322.21866,325.13474,327.01545,328.89389,330.52585,332.22656,333.74154,335.04991,336.77575,340.40268,347.81987,359.26511,371.25277,371.25277,50.79673,0.50000,2.00000,4.00000,6.50000,10.00000,29.89567,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,8.79500,298.03425,297.69914,297.55440,297.41529,297.14661,296.89589,101351.76037,101334.27615,101310.96385,101277.19016,101138.91651,100906.60428,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.39418,48.89764
101502.70403,100812.19571,100056.51122,99158.65734,98097.33287,96843.80401,95361.68060,93608.99157,91540.41746,89106.04549,86251.74765,82920.35265,79052.14818,74586.63752,69472.16540,63968.47544,58608.79531,53632.64724,49012.57687,44720.83537,40732.51009,37025.65360,33584.10244,30393.16503,27438.89968,24706.87552,22185.98685,19872.10634,17768.83129,15879.34537,14191.58376,12683.47421,297.40737,297.40737,297.48166,299.97693,302.84991,304.94439,305.89098,306.41730,306.86953,307.11060,307.46791,308.06485,308.88374,309.31666,309.90017,311.87486,315.52513,319.31963,322.24055,325.07688,327.01603,328.88367,330.52559,332.25401,333.74321,335.05275,336.77412,340.39589,347.79627,359.27094,371.25829,371.25829,52.20952,0.50000,2.00000,4.00000,6.50000,10.00000,29.89214,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,10.07556,298.22054,297.84463,297.66286,297.45002,297.15573,296.90048,101350.22225,101332.74101,101309.43268,101268.20284,101122.50454,100890.25929,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.40272,48.89763
101510.62371,100819.92967,100064.03807,99166.10053,98104.54942,96850.77841,95368.62557,93615.83280,91547.08782,89112.36422,86257.56281,82925.79875,79057.33231,74591.33020,69476.24895,63972.11250,58611.92533,53635.47954,49015.36643,44723.10695,40734.21585,37027.13448,33585.39820,30394.28172,27439.84979,24707.65255,22186.58721,19872.50818,17769.02546,15879.39687,14191.56143,12683.38964,297.35260,297.35260,297.42262,300.00682,302.70959,304.96994,305.90161,306.42655,306.87456,307.10349,307.45195,308.07920,308.91838,309.36083,309.90276,311.89024,315.49790,319.36730,322.25667,325.00652,327.01464,328.89846,330.53883,332.26277,333.75331,335.05574,336.77011,340.37776,347.77957,359.26921,371.26248,371.26248,51.56018,0.50000,2.00000,4.00000,6.50000,10.00000,29.89289,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,11.21167,298.46568,298.01596,297.80909,297.53704,297.22523,296.96970,101370.72047,101353.24183,101329.93697,101282.09404,101129.79528,100897.57875,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.41126,48.89761
101492.64522,100801.94571,100046.08018,99148.74755,98087.81447,96834.25032,95352.46298,93600.12880,91531.88758,89097.63210,86243.34798,82912.33190,79044.79190,74579.72718,69465.64575,63962.74928,58603.74729,53628.56939,49009.72251,44718.27243,40729.87823,37023.42780,33582.39616,30391.87156,27437.95518,24706.21049,22185.51992,19871.72854,17768.46900,15879.04850,14191.41670,12683.41072,297.27666,297.27666,297.38262,300.33103,302.67817,304.97234,305.91268,306.43501,306.87637,307.10094,307.45784,308.08745,308.90858,309.42454,309.91393,311.88976,315.50268,319.41075,322.27019,324.96893,326.96615,328.90193,330.54340,332.26421,333.75674,335.06497,336.77036,340.37261,347.77111,359.27088,371.26534,371.26534,53.13006,0.50000,2.00000,4.00000,6.50000,10.00000,29.88798,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,13.16889,298.57248,298.10320,297.91188,297.61578,297.31511,297.06348,101374.97246,101357.50234,101334.20883,101274.99157,101111.38843,100879.32315,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.41980,48.89760
101468.44993,100777.73367,100021.95512,99125.26587,98065.05515,96812.03340,95330.86240,93579.03592,91511.38256,89077.85149,86224.40608,82894.37907,79028.06812,74564.15238,69451.39428,63950.25063,58592.96452,53619.37011,49001.97288,44711.74157,40724.20919,37018.55353,33578.36156,30388.59839,27435.37314,24704.23302,22184.04381,19870.66580,17767.74201,15878.61169,14191.23894,12683.45334,297.17128,297.17128,297.37198,300.61643,302.69251,305.05680,305.90939,306.43112,306.87172,307.11297,307.45968,308.09525,308.86601,309.43062,309.92575,311.90153,315.53148,319.41596,322.29314,324.97846,326.93731,328.89090,330.53386,332.26534,333.76506,335.07084,336.77031,340.36733,347.76657,359.26538,371.26632,371.26632,55.22798,0.50000,2.00000,4.00000,6.50000,10.00000,29.88016,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,5.96833,298.01542,297.70931,297.55761,297.42124,297.31777,296.99990,101266.86265,101249.39276,101226.09957,101196.98308,101156.22000,100855.17303,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.42834,48.89758
101330.53843,100640.60496,99886.44115,98992.22945,97934.94901,96684.87042,95206.68027,93458.12627,91394.25430,88965.10621,86116.74994,82792.55920,78932.82807,74476.35156,69372.16803,63880.41051,58532.27112,53566.92760,48956.84149,44673.10999,40691.38705,36990.94668,33555.43201,30369.83773,27420.30490,24692.43435,22175.15303,19864.35830,17763.68478,15876.43351,14190.58312,12683.50150,297.14664,297.14664,297.47251,300.80443,302.91352,305.10409,305.93177,306.44785,306.88579,307.12348,307.46153,308.10305,308.82343,309.43669,309.93757,311.91331,315.56027,319.42118,322.31609,324.99742,326.95408,328.89150,330.53124,332.26578,333.76879,335.07370,336.78327,340.37816,347.77016,359.25964,371.26761,371.26761,67.12912,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.43689,48.89757
101516.75294,100828.56091,100075.68419,99178.81920,98116.78801,96862.42840,95379.73465,93627.19918,91558.76255,89124.52576,86270.33194,82939.51659,79071.71417,74605.73325,69490.74347,63985.34811,58621.54978,53640.46178,49018.02653,44725.93793,40737.25871,37029.37498,33585.97184,30393.75111,27439.01412,24706.93886,22186.43286,19873.25197,17770.38583,15880.80862,14192.53422,12684.12704,298.68036,298.68036,298.77759,299.96905,302.95490,304.95811,306.06740,306.58432,306.88400,307.11769,307.49931,308.32975,309.06284,309.53764,310.07609,311.87269,315.30429,319.14219,322.31401,325.13603,327.06133,328.80206,330.41625,332.25609,333.81660,335.13383,336.96981,340.57719,347.93808,359.27801,371.19484,371.19484,50.11557,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.22335,48.89218
101385.77298,100698.86844,99947.26141,99052.43652,97993.14633,96741.60724,95261.76982,93512.37400,91447.53286,89017.46414,86168.10531,82842.82487,78981.25969,74522.34236,69415.48636,63918.98287,58563.85584,53590.61373,48975.15040,44689.25133,40706.08643,37003.14743,33564.18596,30375.92985,27424.70342,24695.73547,22177.99245,19867.26456,17766.53400,15878.74020,14191.91134,12684.68363,298.63130,298.63130,298.80612,300.05532,302.93526,304.91726,306.05081,306.57817,306.87521,307.11416,307.50578,308.32550,309.06398,309.53297,310.07424,311.87235,315.30202,319.14182,322.32421,325.13371,327.06137,328.78173,330.40174,332.23533,333.79796,335.13064,336.97034,340.56377,347.92648,359.27329,371.19523,371.19523,61.41707,0.50000,2.00000,4.00000,6.50000,10.00000,29.87248,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,32.75667,299.00955,298.59085,298.42030,297.98992,297.51667,297.26166,101505.14194,101487.70372,101464.45275,101291.48492,101014.38190,100782.86056,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.23189,48.89218
101443.55729,100756.02707,100003.78726,99108.56568,98048.47407,96795.76232,95314.65726,93563.84136,91497.30879,89065.28586,86213.67431,82885.80144,79021.43082,74559.39400,69448.90995,63948.44107,58589.52233,53612.89689,48994.36471,44705.74519,40720.20051,37014.99458,33574.00668,30383.92482,27431.08571,24700.71274,22181.78819,19869.94744,17768.22702,15879.61388,14192.14897,12684.40620,298.58223,298.58223,298.83466,300.14158,302.91562,304.87641,306.03423,306.57202,306.86641,307.11063,307.47964,308.29893,309.05998,309.52159,310.05866,311.85069,315.28568,319.13274,322.30918,325.13139,327.06141,328.76140,330.38722,332.21457,333.77932,335.12745,336.97087,340.55035,347.91487,359.26858,371.19562,371.19562,56.37489,0.50000,2.00000,4.00000,6.50000,10.00000,29.88359,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,27.45000,299.08220,298.66769,298.49119,298.06966,297.57586,297.30219,101502.14351,101484.69753,101461.43623,101319.25152,101072.84228,100841.13191,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.24043,48.89218
101542.87873,100854.25714,100100.71294,99203.61211,98141.61343,96887.03560,95403.72642,93650.52907,91581.31017,89146.18557,86290.84968,82958.66873,79089.58972,74622.26259,69505.59107,63998.32776,58632.92585,53650.61918,49026.84471,44733.59833,40743.99677,37034.97993,33590.59191,30397.44180,27441.85430,24709.14416,22188.17090,19874.45454,17771.10902,15881.14323,14192.57319,12683.95691,298.48619,298.48619,298.62419,299.80182,302.87619,304.79070,305.98729,306.56938,306.86602,307.11330,307.44656,308.27688,309.04716,309.51062,310.02750,311.82485,315.28602,319.11915,322.29064,325.16148,327.04775,328.73244,330.35290,332.15497,333.73733,335.11800,336.94672,340.53048,347.90853,359.24765,371.18604,371.18604,47.84029,0.50000,2.00000,4.00000,6.50000,10.00000,29.89898,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,24.68500,298.99051,298.57134,298.39944,298.01364,297.60135,297.34264,101569.51172,101552.05065,101528.76922,101402.55478,101171.96590,100939.93561,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.24897,48.89217
