PABST_1,PABST_2,PABST_3,PABST_4,PABST_5,PABST_6,PABST_7,PABST_8,PABST_9,PABST_10,PABST_11,PABST_12,PABST_13,PABST_14,PABST_15,PABST_16,PABST_17,PABST_18,PABST_19,PABST_20,PABST_21,PABST_22,PABST_23,PABST_24,PABST_25,PABST_26,PABST_27,PABST_28,PABST_29,PABST_30,PABST_31,PABST_32,THT_1,THT_2,THT_3,THT_4,THT_5,THT_6,THT_7,THT_8,THT_9,THT_10,THT_11,THT_12,THT_13,THT_14,THT_15,THT_16,THT_17,THT_18,THT_19,THT_20,THT_21,THT_22,THT_23,THT_24,THT_25,THT_26,THT_27,THT_28,THT_29,THT_30,THT_31,THT_32,ZS,SSOCANZ1,SSOCANZ2,SSOCANZ3,SSOCANZ4,SSOCANZ5,SSOCANZ6,ISBACANZ1,ISBACANZ2,ISBACANZ3,ISBACANZ4,ISBACANZ5,ISBACANZ6,BLD_HEIGHT,TEB_T1,TEB_T2,TEB_T3,TEB_T4,TEB_T5,TEB_T6,TEB_P1,TEB_P2,TEB_P3,TEB_P4,TEB_P5,TEB_P6,ISBA_T1,ISBA_T2,ISBA_T3,ISBA_T4,ISBA_T5,ISBA_T6,ISBA_P1,ISBA_P2,ISBA_P3,ISBA_P4,ISBA_P5,ISBA_P6,longitude,latitude
101416.32797,100727.10214,99972.87014,99078.92379,98022.28681,96771.60683,95291.91041,93542.02103,91476.33493,89044.90124,86193.63061,82865.11428,79000.51836,74539.79076,69430.41783,63931.56947,58577.12259,53605.00179,48987.60805,44699.23465,40714.09220,37009.66325,33570.26901,30381.59214,27429.71853,24699.88304,22180.88548,19868.36389,17765.97389,15877.46301,14190.76536,12683.36871,297.69474,297.69474,297.87189,301.73872,303.46135,305.24116,306.08400,306.66163,306.95353,307.21259,307.48214,308.04379,308.80468,309.47253,309.90747,311.88485,315.62437,319.21571,322.19160,325.13310,326.99188,328.83690,330.47956,332.26508,333.79320,335.10285,336.82663,340.34695,347.74631,359.30898,371.30989,371.30989,58.80563,0.50000,2.00000,4.00000,6.50000,10.00000,29.87907,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,11.57333,298.96456,298.60614,298.42952,298.17746,297.87719,297.62297,101284.47738,101267.05336,101243.82134,101194.02736,101040.15752,100808.77376,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.41961,48.85268
101412.37826,100723.02322,99968.74003,99075.28665,98019.13884,96768.49838,95288.84232,93538.98983,91473.43395,89042.07505,86190.81339,82862.47781,78998.15426,74537.41833,69428.09577,63929.68562,58575.51525,53603.66742,48986.56747,44698.29765,40713.25104,37009.02265,33569.79610,30381.20906,27429.41354,24699.64523,22180.70880,19868.23398,17765.86557,15877.35702,14190.67794,12683.31848,297.61702,297.61702,297.87092,302.03628,303.43589,305.22711,306.06909,306.65648,306.97126,307.20617,307.48609,308.06817,308.78720,309.41217,309.91615,311.89400,315.63025,319.22727,322.19820,325.11355,326.98834,328.84945,330.47554,332.26247,333.78991,335.10057,336.82401,340.34160,347.73481,359.29799,371.31089,371.31089,59.11480,0.50000,2.00000,4.00000,6.50000,10.00000,29.87425,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,7.34500,298.89805,298.58084,298.38076,298.19607,298.02163,297.65896,101231.43401,101214.01239,101190.78356,101161.74752,101121.09706,100804.96142,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.42815,48.85266
101230.60119,100542.70381,99790.77942,98900.72610,97848.28510,96601.29072,95125.50001,93379.95410,91319.35485,88893.74358,86049.15067,82728.47915,78872.82858,74421.89062,69323.83755,63837.77292,58495.63292,53534.62616,48927.15414,44647.45518,40670.05277,36972.68198,33539.61194,30356.51512,27409.58107,24684.11611,22169.00626,19859.93062,17760.52419,15874.48955,14189.81461,12683.26773,297.56302,297.56302,298.21618,302.19075,303.66335,305.27517,306.09637,306.66707,306.97854,307.21086,307.49004,308.09255,308.76971,309.35182,309.92483,311.90314,315.63612,319.23883,322.20479,325.11331,326.98335,328.85364,330.48470,332.27269,333.79406,335.10435,336.82727,340.34836,347.74774,359.29601,371.31012,371.31012,74.78383,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.43668,48.85265
101302.37480,100617.79287,99867.58734,98974.63808,97917.46817,96668.43086,95190.75818,93443.42028,91381.28317,88954.18854,86108.28785,82786.69780,78929.18456,74474.98691,69373.02958,63881.38594,58531.25308,53562.42789,48949.91674,44666.91550,40686.97537,36986.90545,33550.51388,30364.41568,27415.24873,24688.29464,22172.38399,19863.16373,17763.59779,15876.96889,14191.30199,12685.08280,298.98174,298.98174,299.06701,299.55635,302.55505,304.95633,305.99219,306.66638,306.99667,307.14424,307.55472,308.28768,309.16723,309.60870,310.01409,311.76419,315.25463,319.04711,322.15795,325.07414,327.01666,328.70685,330.34975,332.18113,333.79416,335.14711,336.94826,340.53237,347.83108,359.34538,371.18922,371.18922,68.10693,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.22333,48.84726
101692.96711,101003.94572,100249.89243,99351.08909,98285.93992,97028.53078,95542.40331,93785.69806,91712.81834,89273.30856,86413.01008,83074.93813,79198.83182,74723.58639,69597.40234,64079.25175,58703.25965,53711.05463,49077.76137,44776.28954,40779.90026,37065.08904,33615.45725,30417.53947,27457.90463,24721.68669,22197.54086,19881.01002,17775.07824,15883.13301,14193.15804,12683.17510,298.98910,298.98910,299.07771,299.58635,302.59118,304.95864,305.99015,306.65858,306.99245,307.15107,307.55416,308.29235,309.16255,309.59217,309.99531,311.73634,315.23123,319.01511,322.13638,325.07591,327.02723,328.74387,330.34926,332.17081,333.78067,335.14258,336.94394,340.53374,347.83145,359.34145,371.19789,371.19789,34.42560,0.50000,2.00000,4.00000,6.50000,10.00000,29.92211,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,11.00500,298.58518,298.34637,298.24218,298.10676,297.87294,297.63929,101563.64691,101546.17764,101522.88529,101476.27146,101325.14442,101092.82562,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.23186,48.84726
101632.99846,100944.54450,100191.14188,99293.17399,98229.19600,96973.09918,95488.29615,93733.03812,91661.70113,89224.00699,86365.89855,83030.45737,79157.23530,74685.10872,69562.58383,64048.49632,58676.60743,53688.13600,49058.12432,44759.50492,40765.56773,37053.10948,33605.61140,30409.46500,27451.37505,24716.55701,22193.65572,19878.24163,17773.28084,15882.13624,14192.82635,12683.38093,298.99646,298.99646,299.08841,299.61634,302.62731,304.96095,305.98811,306.65078,306.98822,307.15790,307.56702,308.33412,309.17447,309.58201,310.00010,311.76130,315.26727,319.03641,322.15617,325.07768,327.03781,328.78088,330.34876,332.16050,333.76718,335.13805,336.93962,340.53511,347.83182,359.33751,371.20657,371.20657,39.62219,0.50000,2.00000,4.00000,6.50000,10.00000,29.91872,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,13.08250,298.97472,298.70451,298.58971,298.41204,298.10435,297.84789,101526.48342,101509.03732,101485.77586,101427.14244,101264.14755,101032.16314,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.24040,48.84726
101599.81530,100911.65272,100158.53265,99260.84714,98197.25418,96941.84581,95457.99125,93703.67239,91633.26776,89196.74986,86339.86278,83005.66986,79133.98823,74663.65025,69543.15491,64031.37601,58661.86346,53675.42351,49047.26940,44750.31120,40757.61006,37046.41226,33600.17839,30405.04581,27447.79928,24713.72424,22191.49922,19876.71358,17772.27621,15881.53649,14192.62667,12683.48101,298.98404,298.98404,299.04285,299.55294,302.59108,305.00608,306.04024,306.65699,306.99562,307.16991,307.55871,308.32798,309.17276,309.57550,310.00755,311.79051,315.29851,319.01733,322.19512,325.06792,326.99738,328.80789,330.35488,332.15884,333.76242,335.13815,336.94039,340.54862,347.81642,359.33106,371.23436,371.23436,42.50863,0.50000,2.00000,4.00000,6.50000,10.00000,29.91260,0.50000,2.00000,4.00000,6.50000,10.00000,29.91260,7.28167,298.81956,298.68497,298.62130,298.56724,298.45563,298.11897,101425.11370,101407.68943,101384.45707,101355.41663,101314.76001,100998.86659,294.34952,294.58245,294.86557,295.21484,295.85327,298.11897,101340.52856,101323.10429,101299.87194,101270.83150,101230.17487,100998.86659,2.24893,48.84725
101563.34326,100875.53583,100122.79106,99225.64256,98162.83668,96908.16694,95424.99624,93671.49780,91602.09482,89166.91545,86311.37934,82978.52184,79108.53200,74640.20329,69521.97224,64012.69945,58645.68172,53661.56063,49035.42838,44740.20331,40749.00151,37039.09847,33594.14971,30400.19626,27443.90038,24710.63312,22189.14408,19875.03642,17771.17466,15880.89435,14192.41197,12683.59370,298.98728,298.98728,299.05411,299.64117,302.74983,305.02423,306.05727,306.65974,307.00104,307.18383,307.53539,308.31151,309.15514,309.56203,310.00560,311.80058,315.31400,319.04349,322.19437,325.07269,326.96823,328.78657,330.37337,332.17325,333.76265,335.14121,336.94527,340.55644,347.81338,359.33116,371.25366,371.25366,45.66369,0.50000,2.00000,4.00000,6.50000,10.00000,29.90630,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,18.06250,299.77432,299.40909,299.26625,299.01951,298.71034,298.46483,101512.26598,101494.86850,101471.67186,101384.32200,101192.94951,100961.70760,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.25746,48.84725
101561.75298,100873.87456,100121.06855,99223.59955,98160.60054,96906.06338,95423.00002,93669.57788,91600.25353,89165.33053,86309.91130,82976.90948,79106.93354,74638.75546,69520.66210,64011.56235,58644.70897,53660.87837,49034.89034,44739.69673,40748.68500,37038.82498,33593.89813,30400.02089,27443.74508,24710.48040,22188.99620,19874.91384,17771.08767,15880.81224,14192.35644,12683.55971,298.93905,298.93905,299.00878,299.41241,302.75633,305.00730,306.06446,306.65335,307.01072,307.20102,307.51941,308.28331,309.14892,309.54501,309.99863,311.79758,315.30563,319.07597,322.17236,325.09079,326.98273,328.75210,330.36034,332.15548,333.74571,335.12929,336.93688,340.55664,347.81238,359.32132,371.26365,371.26365,45.83893,0.50000,2.00000,4.00000,6.50000,10.00000,29.90532,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,18.33333,299.91467,299.56420,299.41936,299.13036,298.71594,298.43598,101513.02337,101495.62427,101472.42546,101383.49669,101190.53935,100959.28339,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.26599,48.84724
101624.26203,100935.81517,100182.38399,99284.04241,98219.73278,96963.67487,95479.18144,93724.31093,91653.33235,89216.50219,86358.67823,83022.82446,79149.85392,74678.33669,69556.37872,64043.05945,58672.09349,53684.71355,49055.44214,44757.17677,40763.60529,37051.48709,33604.46053,30408.64487,27450.63992,24715.83893,22192.98907,19877.72142,17772.89626,15881.76134,14192.60280,12683.25725,298.92817,298.92817,298.99440,299.32359,302.57878,304.91163,306.04411,306.65267,307.01245,307.20103,307.46979,308.24792,309.14074,309.54475,309.99542,311.78345,315.28236,319.08396,322.13869,325.09217,327.01696,328.77290,330.34137,332.13323,333.72865,335.10917,336.93108,340.54711,347.80825,359.30136,371.26607,371.26607,40.46082,0.50000,2.00000,4.00000,6.50000,10.00000,29.91630,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,23.14500,300.07005,299.59496,299.41053,299.02823,298.62394,298.36508,101631.45551,101614.04137,101590.82252,101473.88658,101252.78971,101021.24903,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.27453,48.84724
101639.96221,100951.38420,100197.77541,99299.21657,98234.68621,96978.32816,95493.53038,93738.36016,91666.88029,89229.32559,86370.85417,83034.33986,79160.55579,74688.17581,69565.22566,64050.79573,58678.81454,53690.72582,49060.70209,44761.57159,40767.29428,37054.66755,33607.24684,30410.96915,27452.48097,24717.24514,22193.97719,19878.36089,17773.32187,15881.98566,14192.62543,12683.14606,298.92937,298.92937,298.96309,299.32275,302.61459,304.90975,306.06458,306.65354,307.00085,307.19263,307.48277,308.24500,309.14800,309.54260,309.99545,311.77338,315.28742,319.10776,322.12262,325.09065,327.02931,328.81847,330.36490,332.12066,333.71710,335.09316,336.90431,340.54291,347.82592,359.28424,371.26313,371.26313,39.12018,0.50000,2.00000,4.00000,6.50000,10.00000,29.92028,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,16.45167,299.81823,299.40291,299.23278,298.92638,298.60756,298.35498,101568.90373,101551.48622,101528.26289,101450.16474,101267.87014,101036.25390,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.28306,48.84723
101625.30460,100936.87441,100183.42260,99285.18112,98221.01776,96964.98784,95480.58285,93725.87398,91654.82987,89217.50578,86359.44543,83023.55900,79150.40867,74678.80320,69556.70887,64043.16321,58672.18898,53685.19931,49056.07280,44757.54606,40763.77169,37051.67713,33604.88420,30409.19030,27451.09219,24716.12561,22193.05258,19877.61394,17772.83613,15881.73132,14192.50893,12683.16337,298.92878,298.92878,298.96484,299.41449,302.62672,304.93259,306.07952,306.66957,306.99491,307.18024,307.50257,308.24018,309.13477,309.52398,309.99094,311.75851,315.30690,319.13028,322.12899,325.07733,327.02002,328.82902,330.41437,332.14477,333.72031,335.08146,336.88475,340.53167,347.85084,359.27654,371.26144,371.26144,40.38720,0.50000,2.00000,4.00000,6.50000,10.00000,29.91771,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,17.81000,299.91287,299.53455,299.37645,299.07880,298.67110,298.38736,101569.46289,101552.04970,101528.83212,101442.86903,101252.74525,101021.20629,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.29159,48.84723
101595.54215,100907.36559,100154.19124,99256.35166,98192.98444,96937.82681,95454.09667,93700.11510,91629.84568,89193.30104,86336.22841,83001.58937,79129.79032,74659.78070,69539.49318,64027.83997,58658.91701,53673.90603,49046.48994,44749.32057,40756.68654,37045.65726,33599.91305,30405.29715,27448.06911,24713.75569,22191.19752,19876.19022,17771.88955,15881.23069,14192.32339,12683.24510,298.91757,298.91757,298.95673,299.46152,302.83837,304.97752,306.09518,306.67490,306.98749,307.17535,307.51269,308.24020,309.07518,309.51066,309.98595,311.75955,315.34633,319.13658,322.14974,325.05708,327.02259,328.81291,330.43274,332.17625,333.73027,335.07597,336.86910,340.51413,347.87104,359.27566,371.25910,371.25910,42.95495,0.50000,2.00000,4.00000,6.50000,10.00000,29.91225,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,18.22167,300.10517,299.66532,299.48132,299.12877,298.68190,298.38697,101544.22316,101526.81480,101503.60365,101415.27556,101222.83675,100991.40417,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.30013,48.84722
101569.66098,100881.69030,100128.76543,99231.38668,98168.68947,96914.14616,95430.96953,93677.60807,91608.02075,89172.21957,86315.97968,82982.39383,79111.76725,74643.16672,69524.46296,64014.45269,58647.37088,53664.09667,49038.16896,44742.19173,40750.54640,37040.38719,33595.51758,30401.88055,27445.45321,24711.72859,22189.61694,19874.96058,17771.05057,15880.78361,14192.15764,12683.31270,298.90041,298.90041,298.96523,299.56643,302.94228,304.99395,306.10463,306.67863,306.98287,307.17577,307.50303,308.25106,309.02238,309.45663,309.97213,311.76122,315.37945,319.15218,322.16165,325.02785,327.00506,328.78236,330.45734,332.20265,333.73866,335.07360,336.85575,340.49659,347.88743,359.27725,371.25601,371.25601,45.19382,0.50000,2.00000,4.00000,6.50000,10.00000,29.90705,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,22.76000,300.15681,299.68703,299.49735,299.09711,298.63345,298.35388,101571.37604,101553.97000,101530.76194,101416.11414,101197.38961,100966.02811,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.30866,48.84721
101530.14223,100842.51701,100089.91537,99193.07792,98131.38654,96877.86509,95395.52288,93642.99735,91574.35309,89139.75759,86284.91343,82952.90247,79084.08773,74617.65754,69501.40278,63994.05156,58629.78756,53649.01979,49025.26277,44731.18872,40741.16993,37032.37297,33588.78571,30396.52147,27441.30682,24708.52851,22187.16173,19873.10523,17769.79297,15880.11149,14191.92830,12683.43972,298.89026,298.89026,298.91433,299.65773,303.13533,305.02231,306.10719,306.65625,306.96924,307.18142,307.49561,308.24988,309.00925,309.38545,309.96409,311.77091,315.39621,319.16313,322.16633,325.02140,326.99619,328.74580,330.46505,332.23572,333.75728,335.07466,336.84264,340.47667,347.90435,359.28946,371.25024,371.25024,48.63168,0.50000,2.00000,4.00000,6.50000,10.00000,29.89847,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,17.38833,300.27900,299.81658,299.62575,299.25461,298.79112,298.49626,101469.05170,101451.66085,101428.47304,101345.06457,101157.70336,100926.61007,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.31719,48.84721
101494.11020,100806.70029,100054.34658,99158.31477,98097.71155,96844.94124,95363.24221,93611.44516,91543.66277,89110.12462,86256.53505,82925.89980,79058.69314,74594.25444,69480.24439,63975.37373,58613.73002,53635.22004,49013.42944,44721.18318,40732.67008,37025.09299,33582.65993,30391.60090,27437.49559,24705.60439,22184.93455,19871.42083,17768.63299,15879.48492,14191.71469,12683.55242,298.83779,298.83779,298.87933,299.97221,303.22932,305.01744,306.07814,306.64465,306.95372,307.18494,307.48758,308.23399,309.00022,309.32746,309.95045,311.78870,315.42130,319.17088,322.19425,325.05057,326.98043,328.71943,330.46051,332.25763,333.77030,335.07364,336.83066,340.45304,347.91197,359.30359,371.24591,371.24591,51.77679,0.50000,2.00000,4.00000,6.50000,10.00000,29.89250,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,19.86500,300.67929,300.13745,299.91398,299.44765,298.91873,298.61205,101460.92988,101443.55258,101420.38284,101322.69345,101121.15537,100890.28824,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.32573,48.84720
101470.55030,100783.17467,100030.88138,99135.30675,98075.56882,96823.46614,95342.16695,93590.79077,91523.55254,89090.66681,86237.87807,82908.08307,79041.82267,74578.67730,69466.16379,63962.97463,58603.19569,53626.17461,49005.62272,44714.62102,40727.10430,37020.35392,33578.67656,30388.37757,27435.01017,24703.72431,22183.51288,19870.32917,17767.85131,15879.05009,14191.55697,12683.61115,298.75401,298.75401,298.81949,300.17596,303.42608,305.04381,306.06099,306.63475,306.94790,307.18445,307.49624,308.20225,308.97866,309.31407,309.94360,311.81320,315.46406,319.14833,322.22401,325.07070,326.99388,328.71388,330.45455,332.26747,333.78300,335.07196,336.82251,340.43255,347.91320,359.31276,371.23944,371.23944,53.85060,0.50000,2.00000,4.00000,6.50000,10.00000,29.88873,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,15.22000,299.51468,299.27715,299.17741,299.00568,298.76384,298.51376,101383.09480,101365.71599,101342.54424,101271.75455,101097.12171,100866.26368,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.33426,48.84719
101431.73545,100744.66691,99992.68260,99097.82682,98039.05791,96787.70871,95307.13071,93556.60457,91490.44681,89058.81490,86207.39485,82879.05569,79014.46808,74553.37440,69443.27841,63942.90071,58585.99272,53611.37482,48992.87190,44703.76644,40717.84757,37012.54972,33572.24312,30383.12785,27430.85291,24700.53097,22181.12258,19868.56622,17766.63195,15878.36804,14191.32866,12683.73371,298.73261,298.73261,298.78871,300.40143,303.48848,305.04847,306.05144,306.63943,306.95406,307.19185,307.49495,308.16743,308.94702,309.28945,309.92223,311.86140,315.49219,319.14884,322.22676,325.08473,327.00013,328.75410,330.46665,332.27343,333.79164,335.07772,336.81836,340.41769,347.91727,359.32689,371.23650,371.23650,57.23347,0.50000,2.00000,4.00000,6.50000,10.00000,29.88236,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,19.92250,300.66416,300.13230,299.91385,299.45982,298.94619,298.64450,101397.73956,101380.37523,101357.22280,101259.27353,101057.59224,100826.97575,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.34279,48.84718
101520.76006,100832.40980,100079.07102,99182.86170,98122.50582,96869.13129,95386.32336,93633.58421,91565.14514,89130.81860,86276.14802,82943.96732,79074.97915,74609.00035,69493.45166,63987.24328,58624.69839,53644.92173,49021.76577,44728.54973,40738.83857,37030.14124,33586.92508,30395.17632,27440.58400,24708.20435,22186.93266,19872.64599,17769.15406,15879.66705,14191.70814,12683.33678,298.50675,298.50675,298.57544,300.32301,303.28068,304.87289,305.92943,306.63427,306.95831,307.19564,307.48761,308.13407,308.89466,309.30026,309.89382,311.85958,315.47310,319.13412,322.21921,325.08661,326.94892,328.77542,330.48041,332.28433,333.79512,335.08009,336.80273,340.38555,347.87436,359.33349,371.23945,371.23945,49.64919,0.50000,2.00000,4.00000,6.50000,10.00000,29.89529,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,19.03333,300.41412,299.93243,299.73735,299.34174,298.87570,298.58736,101475.44060,101458.05770,101434.88050,101341.97857,101145.18375,100914.22077,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.35133,48.84717
101646.39181,100956.69681,100201.77358,99303.48072,98240.70736,96984.81189,95499.28691,93743.47567,91671.59579,89233.28134,86373.98768,83036.47362,79161.33991,74688.46423,69565.14028,64050.54218,58679.76603,53692.63045,49062.88030,44763.71213,40768.75722,37055.27449,33607.75119,30412.22977,27454.35941,24719.05620,22195.15189,19878.45467,17772.77670,15881.53336,14192.26638,12682.78845,298.39835,298.39835,298.37187,300.06392,303.11512,304.80734,305.88661,306.60375,306.95468,307.19535,307.48499,308.10269,308.84412,309.32871,309.88114,311.84593,315.42040,319.12101,322.18480,325.07508,326.92996,328.73949,330.45707,332.28884,333.80514,335.08315,336.79521,340.34426,347.81825,359.32985,371.26143,371.26143,38.85341,0.50000,2.00000,4.00000,6.50000,10.00000,29.91964,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,18.88500,299.56564,299.28648,299.18060,298.99718,298.77087,298.55717,101598.78576,101581.37956,101558.17128,101466.00542,101269.71314,101038.25203,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.35986,48.84716
101656.17979,100966.15582,100210.89583,99312.53369,98249.88149,96993.90802,95508.15810,93752.09493,91679.97577,89241.31779,86381.63897,83043.66513,79167.95684,74694.49051,69570.52371,64055.26008,58683.82856,53696.39396,49066.20668,44766.42411,40771.17133,37057.36006,33609.40868,30413.55748,27455.49046,24720.00214,22195.91330,19878.99610,17773.02181,15881.58129,14192.27012,12682.70941,298.28955,298.28955,298.28785,300.20825,303.20426,304.82171,305.88572,306.60243,306.96692,307.19270,307.49909,308.08450,308.82953,309.36674,309.85805,311.80960,315.41173,319.16865,322.13654,325.07285,326.95246,328.72636,330.42820,332.29223,333.81293,335.08742,336.80287,340.33254,347.78075,359.34155,371.27908,371.27908,38.01607,0.50000,2.00000,4.00000,6.50000,10.00000,29.92234,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,17.22333,300.55363,300.05740,299.85936,299.47388,299.04662,298.76823,101588.55136,101571.15596,101547.96209,101465.48857,101278.94283,101047.60455,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.36839,48.84714
101621.83357,100931.87543,100176.69701,99278.81780,98216.99835,96961.85186,95476.95321,93721.77951,91650.68502,89213.13356,86354.68999,83018.06129,79143.90753,74672.27312,69550.38197,64037.44804,58668.36428,53683.28761,49055.02067,44756.72757,40762.96886,37050.54360,33603.75399,30408.89907,27451.76694,24717.12696,22193.79343,19877.49928,17771.98558,15880.94744,14192.04873,12682.79915,298.18444,298.18444,298.19829,300.33428,303.26105,304.86477,305.89964,306.61232,306.98154,307.19952,307.50415,308.07011,308.83685,309.42068,309.84899,311.81172,315.42581,319.21737,322.12341,325.07105,326.96874,328.73820,330.41855,332.29757,333.81601,335.09889,336.81131,340.33114,347.75760,359.34326,371.29041,371.29041,41.00097,0.50000,2.00000,4.00000,6.50000,10.00000,29.91610,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,18.97750,300.54602,300.07409,299.87867,299.47337,298.98847,298.69484,101574.14052,101556.74668,101533.55490,101440.91821,101244.24279,101012.97354,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.37692,48.84713
101581.07958,100891.20922,100136.15368,99238.85374,98178.01679,96923.85482,95439.99820,93685.94777,91616.04819,89179.79679,86322.80908,82987.71063,79115.40535,74646.00905,69526.60893,64016.42376,58650.14816,53667.77187,49041.74262,44745.30945,40753.21052,37042.38897,33597.11292,30403.44040,27447.34536,24713.68665,22191.23868,19875.69893,17770.78450,15880.23435,14191.78842,12682.90670,298.07059,298.07059,298.10996,300.49326,303.36910,304.93566,305.94993,306.63952,306.99204,307.20414,307.49802,308.04192,308.84833,309.49507,309.85310,311.81811,315.45208,319.25260,322.12099,325.07915,326.95160,328.77668,330.43016,332.28295,333.81033,335.10604,336.81911,340.33895,347.75089,359.33698,371.29772,371.29772,44.53133,0.50000,2.00000,4.00000,6.50000,10.00000,29.90778,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,15.03167,299.97035,299.51948,299.33563,298.99961,298.68043,298.43181,101487.90119,101470.49848,101447.29486,101377.50031,101203.64612,100972.32324,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,999.00000,2.38546,48.84712
